"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1COEP0376","BLACK FOREST 3.0 NE, CO US","39.0759","-104.6278","2245.5","2018-07",,,,
"USC00053359","GLENWOOD SPGS NUMBER 2, CO US","39.518","-107.3172","1796.8","2018-07","34.6",",,,7","14.8",",,,7"
"US1COEP0378","PEYTON 9.2 SSW, CO US","38.9122","-104.5587","2042.2","2018-07",,,,
"USC00051179","BYERS 5 ENE, CO US","39.74062","-104.12742","1554.8","2018-07","32.0",",,,7","14.8",",,,7"
"USC00055531","MESA VERDE NATIONAL PARK, CO US","37.1996","-108.4893","2176.9","2018-07","32.0",",,,7","16.0",",,,7"
"US1NMDA0282","LAS CRUCES 1.5 N, NM US","32.3583","-106.7594","1297.8","2018-07",,,,
"USC00423600","HANS FLAT RANGER STATION, UT US","38.2553","-110.18","2011.7","2018-07","32.4",",,,7","19.9",",,,7"
"US1NMDA0285","LAS CRUCES 1.5 ENE, NM US","32.3437","-106.7309","1304.8","2018-07",,,,
"US1NMDA0286","LAS CRUCES 9.3 NE, NM US","32.4245","-106.6356","1429.5","2018-07",,,,
"USS0006K46S","CHAPMAN TUNNEL, CO US","39.26","-106.63","3081.5","2018-07","22.7",",,,T","6.1",",,,T"
"US1NMBR0215","ALBUQUERQUE 5.3 W, NM US","35.1212","-106.7185","1563.9","2018-07",,,,
"US1NMBR0211","ALBUQUERQUE 6.9 ESE, NM US","35.093","-106.5054","1744.1","2018-07",,,,
"US1AZGL0010","GLOBE 1.8 SSE, AZ US","33.3661","-110.7693","1145.7","2018-07",,,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","39.9893","-105.1111","1609.6","2018-07",,,,
"USC00294366","JEMEZ DAM, NM US","35.3886","-106.5438","1642.3","2018-07","34.2",",,,7","17.9",",,,7"
"US1NMLN0027","CORONA 0.7 W, NM US","34.2498","-105.6087","2073.6","2018-07",,,,
"USC00052494","EASTONVILLE 2 NNW, CO US","39.1091","-104.5997","2197.6","2018-07","27.6",",,,7","10.3",",,,7"
"USR0000ARIN","RINCON ARIZONA, AZ US","32.2056","-110.5481","2511.6","2018-07","24.8",",,,U","14.7",",,,U"
"US1NMLN0025","ALTO 1.6 NNE, NM US","33.4255","-105.6511","2205.5","2018-07",,,,
"US1COEP0382","COLORADO SPRINGS 2.2 WNW, CO US","38.8503","-104.8556","1873.9","2018-07",,,,
"USC00294369","JEMEZ SPRINGS, NM US","35.7783","-106.6872","1908.7","2018-07",,,,
"US1NMLN0020","RUIDOSO 2.9 SW, NM US","33.3384","-105.6793","2090.9","2018-07",,,,
"US1COEP0385","COLORADO SPRINGS 1.5 N, CO US","38.856","-104.8191","1855.3","2018-07",,,,
"USS0005P09S","SANTA FE, NM US","35.77","-105.78","3488.4","2018-07","18.8",",,,T","8.1",",,,T"
"US1COEP0387","COLORADO SPRINGS 3.3 NW, CO US","38.8695","-104.8617","1955.9","2018-07",,,,
"US1COEP0388","SECURITY 3.1 NNW, CO US","38.7589","-104.7298","1781.6","2018-07",,,,
"US1COEP0389","COLORADO SPRINGS 1.8 NNW, CO US","38.8584","-104.8297","1852.9","2018-07",,,,
"US1NMMK0006","GALLUP 1.0 SSE, NM US","35.5066","-108.7308","2079.7","2018-07",,,,
"US1COBO0271","ERIE 1.9 WNW, CO US","40.0374","-105.0799","1575.5","2018-07",,,,
"USC00424947","LA SAL 1 SW, UT US","38.3013","-109.2664","2068.7","2018-07","32.0",",,,7","15.8",",,,7"
"US1NMBR0226","ALBUQUERQUE 2.2 SSE, NM US","35.0864","-106.6117","1581.3","2018-07",,,,
"US1NMBR0220","ALBUQUERQUE 6.6 E, NM US","35.1036","-106.5089","1739.2","2018-07",,,,
"US1NMDA0291","LAS CRUCES 4.3 NNW, NM US","32.3901","-106.7913","1266.4","2018-07",,,,
"US1NMLN0013","NOGAL 4.6 SSE, NM US","33.4926","-105.6903","2201.3","2018-07",,,,
"USC00293488","GASCON, NM US","35.8917","-105.4481","2514.6","2018-07","25.8","1,,,7","8.8",",,,7"
"US1NMLN0014","CAPITAN 4.3 WSW, NM US","33.5153","-105.6614","2125.1","2018-07",,,,
"USC00026194","PAINTED ROCK DAM, AZ US","33.0772","-113.0316","173.1","2018-07","43.3",",,,7","28.2","1,,,7"
"USS0005P08S","WESNER SPRINGS, NM US","35.78","-105.54","3389.4","2018-07","19.1",",,,T","7.8",",,,T"
"USC00026190","PAINTED DESERT NATIONAL PARK, AZ US","35.068","-109.7688","1755.6","2018-07","33.7",",,,7","16.6",",,,7"
"US1COEP0354","CALHAN 5.6 S, CO US","38.9534","-104.3117","2052.8","2018-07",,,,
"US1COEP0356","COLORADO SPRINGS 7.3 NE, CO US","38.91","-104.7267","2088.2","2018-07",,,,
"US1NMLN0019","ARABELA 2.5 SSW, NM US","33.553","-105.1879","1684.3","2018-07",,,,
"US1COBA0029","TWO BUTTES 4.5 ESE, CO US","37.5252","-102.3276","1213.1","2018-07",,,,
"US1COBA0027","STONINGTON 8.6 SE, CO US","37.222","-102.0573","1122.0","2018-07",,,,
"US1NMLN0018","CAPITAN 1.3 WSW, NM US","33.5424","-105.5994","1979.7","2018-07",,,,
"US1NMMK0013","RAMAH 0.4 NW, NM US","35.1367","-108.4968","2103.4","2018-07",,,,
"US1CODL0040","CEDAREDGE 1.0 NE, CO US","38.9075","-107.9118","1937.0","2018-07",,,,
"US1COBN0008","LAS ANIMAS 8.1 NE, CO US","38.1408","-103.1058","1214.9","2018-07",,,,
"US1CODL0045","CEDAREDGE 10.5 NNW, CO US","39.0392","-108.003","3169.6","2018-07",,,,
"US1CODL0043","HOTCHKISS 5.4 NE, CO US","38.8617","-107.6546","1809.6","2018-07",,,,
"USC00020404","ARIZONA CITY, AZ US","32.7306","-111.6917","464.8","2018-07","40.4",",,,7","25.1",",,,7"
"US1NMBR0239","ALBUQUERQUE 5.0 ESE, NM US","35.0834","-106.5466","1643.8","2018-07",,,,
"US1CODL0049","HOTCHKISS 4.9 W, CO US","38.8144","-107.8079","1734.0","2018-07",,,,
"USS0006J15S","ELK RIVER, CO US","40.85","-106.97","2651.8","2018-07","25.4",",,,T","10.7",",,,T"
"US1COAD0082","WESTMINSTER 0.8 ESE, CO US","39.8782","-105.0364","1688.0","2018-07",,,,
"US1COBO0286","BOULDER 3.5 S, CO US","39.977","-105.2576","1695.0","2018-07",,,,
"US1NMBR0238","ALBUQUERQUE 3.4 SE, NM US","35.0825","-106.5815","1607.8","2018-07",,,,
"US1COBO0285","ERIE 1.7 WNW, CO US","40.0414","-105.0729","1563.9","2018-07",,,,
"US1NMBR0235","ALBUQUERQUE 5.2 SSW, NM US","35.0515","-106.6698","1506.6","2018-07",,,,
"US1NMBR0236","SANDIA HEIGHTS 0.2 WNW, NM US","35.1777","-106.4943","1859.0","2018-07",,,,
"US1COAD0087","BRIGHTON 1.7 ESE, CO US","39.9752","-104.7909","1544.1","2018-07",,,,
"USC00027036","REDINGTON, AZ US","32.3902","-110.4666","896.1","2018-07",,,,
"USC00051186","CABIN CREEK, CO US","39.6552","-105.7088","3054.1","2018-07",,,,
"USC00294346","JAL, NM US","32.1103","-103.1872","930.9","2018-07","36.0","1,,,7","20.7",",,,7"
"US1COEP0360","COLORADO SPRINGS 3.0 NNE, CO US","38.8698","-104.7907","1902.6","2018-07",,,,
"US1COEP0362","COLORADO SPRINGS 5.8 NNW, CO US","38.9088","-104.8699","2021.4","2018-07",,,,
"US1COEP0365","PEYTON 5.4 NNW, CO US","39.0939","-104.5341","2238.8","2018-07",,,,
"US1NMLN0008","LINCOLN 1.4 ESE, NM US","33.4833","-105.3629","1809.0","2018-07",,,,
"US1NMLN0009","CAPITAN 11.7 NNW, NM US","33.7047","-105.6399","2080.3","2018-07",,,,
"US1NMLN0006","CAPITAN 12.5 NNW, NM US","33.7122","-105.6646","2204.6","2018-07",,,,
"US1COBO0290","LAFAYETTE 2.3 NW, CO US","40.0177","-105.1288","1604.5","2018-07",,,,
"US1CODL0052","HOTCHKISS 5.2 NE, CO US","38.8592","-107.6553","1788.6","2018-07",,,,
"US1CODL0051","HOTCHKISS 3.7 WSW, CO US","38.7837","-107.7823","1671.5","2018-07",,,,
"US1COAD0094","WESTMINSTER 3.9 S, CO US","39.8261","-105.0414","1609.0","2018-07",,,,
"US1COBO0298","BOULDER 2.5 S, CO US","39.9908","-105.2557","1643.2","2018-07",,,,
"US1COJF0128","KITTREDGE 2.5 SSE, CO US","39.6183","-105.2793","2475.0","2018-07",,,,
"USC00020871","BLUE RIDGE RANGER STATION, AZ US","34.6108","-111.1922","2097.0","2018-07","29.4",",,,7","13.4",",,,7"
"US1COAR0270","AURORA 0.7 WSW, CO US","39.6947","-104.8239","1706.6","2018-07",,,,
"USC00291286","CABALLO DAM, NM US","32.8965","-107.3077","1292.0","2018-07","34.9",",,,7","20.5",",,,7"
"USC00054242","IDALIA, CO US","39.7033","-102.2939","1208.5","2018-07","31.5",",,,7","16.2",",,,7"
"US1NMBR0261","ALBUQUERQUE 8.4 ESE, NM US","35.0656","-106.4893","1742.2","2018-07",,,,
"US1COAR0273","AURORA 3.3 S, CO US","39.6526","-104.8237","1736.8","2018-07",,,,
"US1NMDA0245","LAS CRUCES 3.1 SE, NM US","32.2985","-106.726","1268.6","2018-07",,,,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2018-07","31.3",",,,U","14.5",",,,U"
"USR0000AEMP","EMPIRE ARIZONA, AZ US","31.7806","-110.6347","1417.3","2018-07","32.5",",,,U","18.6",",,,U"
"US1NMCR0029","GRADY 0.1 WSW, NM US","34.8213","-103.3173","1403.9","2018-07",,,,
"US1COAR0277","FOXFIELD 3.7 ESE, CO US","39.5662","-104.7334","1860.2","2018-07",,,,
"US1NMBR0259","ALBUQUERQUE 4.9 ESE, NM US","35.1006","-106.5401","1655.1","2018-07",,,,
"US1NMBR0257","TIJERAS 8.0 SSE, NM US","34.9859","-106.3085","2277.5","2018-07",,,,
"US1NMBR0258","ALBUQUERQUE 7.1 ESE, NM US","35.0637","-106.5175","1687.7","2018-07",,,,
"US1NMBR0255","ALBUQUERQUE 7.4 E, NM US","35.101","-106.4954","1797.4","2018-07",,,,
"US1NMBR0256","ALBUQUERQUE 4.8 ESE, NM US","35.0967","-106.5435","1648.7","2018-07",,,,
"USC00053387","GOLDEN 3 SW, CO US","39.7197","-105.2471","2272.3","2018-07","26.5",",,,7","13.1",",,,7"
"US1UTWS0008","HEBER CITY 10.1 ESE, UT US","40.4612","-111.2285","2531.4","2018-07",,,,
"US1NMBR0270","TIJERAS 10.1 SSE, NM US","34.9508","-106.313","2285.4","2018-07",,,,
"US1COAR0286","LITTLETON 1.6 NW, CO US","39.6124","-105.0331","1627.9","2018-07",,,,
"US1COJF0157","EVERGREEN 4.2 SSE, CO US","39.5795","-105.2789","2378.0","2018-07",,,,
"US1UTWS0006","HEBER CITY 2.4 SSE, UT US","40.4733","-111.402","1758.1","2018-07",,,,
"US1NMDA0259","SANTA TERESA 0.5 SSE, NM US","31.85","-106.6351","1161.3","2018-07",,,,
"USR0000HEWI","HEWINTA UTAH, UT US","40.9528","-110.4806","1981.2","2018-07","23.6",",,,U","5.4",",,,U"
"US1NMCR0035","CLOVIS 4.4 S, NM US","34.3467","-103.212","1276.2","2018-07",,,,
"US1NMDA0251","LAS CRUCES 4.4 WNW, NM US","32.3643","-106.8241","1193.6","2018-07",,,,
"US1COAR0288","FOXFIELD 3.7 ESE, CO US","39.5662","-104.7317","1862.9","2018-07",,,,
"US1NMBR0266","EDGEWOOD 11.4 SSW, NM US","34.926","-106.23","2106.2","2018-07",,,,
"USC00027488","SANDERS, AZ US","35.2239","-109.3222","1784.0","2018-07","32.7","1,,,7","15.4","1,,,7"
"US1NMBR0267","ALBUQUERQUE 6.3 NNW, NM US","35.1989","-106.6729","1577.6","2018-07",,,,
"US1COAR0292","ENGLEWOOD 1.4 N, CO US","39.6671","-104.9898","1617.0","2018-07",,,,
"USC00055116","LONGMONT 2 ESE, CO US","40.16958","-105.0774","1508.8","2018-07","31.2",",,,7","15.6",",,,7"
"US1COEP0390","COLORADO SPRINGS 8.3 NE, CO US","38.9149","-104.7064","2059.8","2018-07",,,,
"US1COEP0392","COLORADO SPRINGS 7.1 N, CO US","38.9365","-104.8373","1966.3","2018-07",,,,
"USR0000SAND","UPPER SAND WASH UTAH, UT US","39.7136","-109.4461","1920.2","2018-07","33.6",",,,U","15.7",",,,U"
"USS0006K43S","ROUGH AND TUMBLE, CO US","39.03","-106.08","3157.7","2018-07",,,"5.4","5,,,T"
"USC00027480","SAN CARLOS RESERVOIR, AZ US","33.1819","-110.5261","771.8","2018-07","37.6",",,,7","23.3",",,,7"
"USR0000SEVI","SEVIER RESERVOIR SCIPIO 9 NNE, UT US","39.35","-112.0","1624.6","2018-07","35.8",",,,U","18.9",",,,U"
"US1COEP0395","COLORADO SPRINGS 10.1 NNE, CO US","38.9708","-104.7546","2125.1","2018-07",,,,
"US1COEP0396","BLACK FOREST 3.8 W, CO US","39.041","-104.7379","2268.0","2018-07",,,,
"US1NMCR0010","BROADVIEW 2.7 N, NM US","34.8648","-103.2107","1392.3","2018-07",,,,
"US1COJF0184","LITTLETON 4.7 WSW, CO US","39.5891","-105.1006","1712.1","2018-07",,,,
"US1COAR0290","LITTLETON 1.5 NE, CO US","39.6114","-104.9966","1664.8","2018-07",,,,
"US1COWA0016","AKRON 1.9NE, CO US","40.1766","-103.1851","1403.0","2018-07",,,,
"US1UTSL0018","COTTONWOOD HEIGHTS 1.5 SE, UT US","40.5933","-111.7922","1566.1","2018-07",,,,
"US1NMDA0261","SOMBRA ANTIGUA VINEYARD, NM US","32.0241","-106.6788","1161.6","2018-07",,,,
"US1AZSC0001","SONOITA 1.3 SE, AZ US","31.6698","-110.6365","1473.4","2018-07",,,,
"US1NMDA0264","LAS CRUCES 5.7 NE, NM US","32.3976","-106.6896","1360.9","2018-07",,,,
"US1NMDA0265","CHAPARRAL 0.4 SE, NM US","32.0209","-106.3949","1229.9","2018-07",,,,
"USC00028329","SUNSET CRATER NM, AZ US","35.3694","-111.5436","2127.5","2018-07","29.3",",,,7","10.9",",,,7"
"USC00028326","SUNRISE MOUNTAIN, AZ US","33.9733","-109.563","2856.0","2018-07","21.7",",,,7","7.8",",,,7"
"USC00029656","YUMA QUARTERMASTER DEPOT, AZ US","32.7276","-114.6217","48.8","2018-07",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","34.3181","-111.2922","1488.6","2018-07",,,,
"USC00058613","VERNON 4 E, CO US","39.9488","-102.2456","1171.3","2018-07",,,,
"USC00054254","IGNACIO 6 ESE, CO US","37.0855","-107.5333","1995.8","2018-07","32.2",",,,7","12.0",",,,7"
"US1AZGL0001","PAYSON 1.0 WSW, AZ US","34.2371","-111.344","1504.2","2018-07",,,,
"USC00420527","BEAVER CANYON POWER HOUSE, UT US","38.26823","-112.48177","2217.4","2018-07","27.4",",,,7","13.4",",,,7"
"USS0006K44S","MCCOY PARK, CO US","39.6","-106.54","2889.5","2018-07","23.8",",,,T","10.4",",,,T"
"USC00427165","RANDOLPH, UT US","41.66286","-111.18594","1911.1","2018-07","29.1","1,,,7","8.3",",,,7"
"US1NMCR0021","CLOVIS 2.3 NNE, NM US","34.4386","-103.1819","1313.7","2018-07",,,,
"US1NMCR0022","CLOVIS 1.1 NE, NM US","34.4204","-103.1884","1303.3","2018-07",,,,
"USC00429346","WEBER BASIN PUMP PLANT 3, UT US","41.1091","-111.9125","1493.5","2018-07","34.1",",,,7","19.7",",,,7"
"US1COLK0010","LEADVILLE 6.3 S, CO US","39.1601","-106.2816","2959.0","2018-07",,,,
"USR0000CTAY","TAYLOR PARK COLORADO, CO US","38.9078","-106.6017","3173.0","2018-07","23.5",",,,U","6.3",",,,U"
"US1NMDA0270","LAS CRUCES 4.0 SW, NM US","32.2879","-106.7942","1185.7","2018-07",,,,
"US1AZSC0016","RIO RICO 2.7 NW, AZ US","31.4905","-111.011","1053.1","2018-07",,,,
"US1AZSC0013","RIO RICO 4.4 WSW, AZ US","31.437","-111.0396","1184.8","2018-07",,,,
"US1NMDA0272","LAS CRUCES 2.1 ENE, NM US","32.3456","-106.722","1304.8","2018-07",,,,
"US1UTSL0003","SANDY 1.6 NE, UT US","40.5993","-111.8548","1409.4","2018-07",,,,
"USS0009M01S","BUCKBOARD FLAT, UT US","37.87","-109.45","2742.6","2018-07","24.2",",,,T","12.0",",,,T"
"US1AZSC0012","SIERRA VISTA 10.1 W, AZ US","31.5552","-110.4714","1511.2","2018-07",,,,
"US1NMDA0275","LAS CRUCES 0.8 NE, NM US","32.3432","-106.746","1285.6","2018-07",,,,
"US1AZSC0010","TUBAC 2.9 SW, AZ US","31.5883","-111.0876","1125.0","2018-07",,,,
"USS0008K04S","MESA LAKES, CO US","39.06","-108.06","3048.0","2018-07","22.5",",,,T","10.0",",,,T"
"USR0000AIRO","IRON SPRINGS ARIZONA, AZ US","34.5853","-112.5019","1804.4","2018-07","31.3",",,,U","15.9",",,,U"
"USC00028795","TUCSON 17 NW, AZ US","32.2541","-111.1961","780.6","2018-07","38.9","2,,,7",,
"USC00055934","NEW RAYMER 21 N, CO US","40.9319","-103.8678","1578.9","2018-07",,,,
"US1COEG0019","VAIL 2.6 E, CO US","39.648","-106.3258","2557.0","2018-07",,,,
"USC00059058","WILD HORSE 6 N, CO US","38.90264","-103.0192","1418.5","2018-07",,,"15.5","4,,,7"
"US1NMDA0201","LAS CRUCES 0.8 ESE, NM US","32.3326","-106.7427","1289.9","2018-07",,,,
"USS0011R03S","MORMON MOUNTAIN, AZ US","34.94","-111.52","2286.0","2018-07","26.4",",,,T","12.5",",,,T"
"USC00297461","RIO GRANDE NATURE CENTER, NM US","35.13035","-106.68307","1506.9","2018-07","36.4",",,,7","16.6",",,,7"
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2018-07",,,,
"US1NMDA0203","LAS CRUCES 2.8 SSW, NM US","32.3015","-106.7798","1186.3","2018-07",,,,
"US1COLR0340","FCL 2.55 NE, CO US","40.6068","-105.0634","1517.0","2018-07",,,,
"US1COLR0341","FCL 5.5 S, CO US","40.4968","-105.0688","1513.0","2018-07",,,,
"USR0000CCOC","CORRAL CREEK COLORADO, CO US","39.64","-105.4647","2502.4","2018-07","25.4",",,,U","9.1",",,,U"
"USS0011H37S","BUG LAKE, UT US","41.68","-111.42","2423.2","2018-07","25.4",",,,T","10.8",",,,T"
"US1COWE0042","GREELEY 6.6 E, CO US","40.4282","-104.5823","1416.1","2018-07",,,,
"USR0000CLAD","LADORE COLORADO, CO US","40.7392","-108.8347","1798.3","2018-07","33.9",",,,U","15.6",",,,U"
"USC00021357","CATALINA STATE PARK, AZ US","32.4177","-110.9302","825.1","2018-07","37.8","1,,,7","22.7","1,,,7"
"US1COWE0043","GREELEY 10.5 SSE, CO US","40.2917","-104.6394","1438.0","2018-07",,,,
"USC00054606","KIT CARSON 9 NNE, CO US","38.8867","-102.7232","1324.7","2018-07","33.6","3,,,7","15.5","3,,,7"
"USR0000CCOP","COPPER GULCH COLORADO, CO US","38.3139","-105.4844","2365.2","2018-07","29.9","1,,,U","10.7","1,,,U"
"US1NMLA0010","WHITE ROCK 1.5 NNE, NM US","35.8216","-106.1963","1934.3","2018-07",,,,
"USR0000CCOT","COTTONWOOD BASIN COLORADO, CO US","38.5731","-108.2778","2200.7","2018-07","31.1",",,,U","16.6",",,,U"
"US1COAD0022","THORNTON 2.3 SSE, CO US","39.8612","-104.9382","1554.8","2018-07",,,,
"US1UTGF0003","BOULDER 1.3 NNW, UT US","37.9478","-111.4328","2185.7","2018-07",,,,
"USR0000ANIX","NIXON FLATS ARIZONA, AZ US","36.39","-113.1522","1981.2","2018-07","30.0",",,,U","14.3",",,,U"
"US1UTGF0005","ORTON 4.7 SSE, UT US","37.9064","-112.387","2024.8","2018-07",,,,
"US1COEG0029","GYPSUM 1.9 SSW, CO US","39.6166","-106.9563","1990.6","2018-07",,,,
"US1COMF0030","CRAIG 0.2 WSW, CO US","40.5152","-107.5572","1889.2","2018-07",,,,
"US1NMDA0215","LAS CRUCES 2.8 W, NM US","32.3364","-106.804","1193.0","2018-07",,,,
"US1COGR0045","KREMMLING 1.1 WNW, CO US","40.0601","-106.3962","2232.4","2018-07",,,,
"USC00051564","CHEYENNE WELLS, CO US","38.8221","-102.3504","1309.1","2018-07","32.7",",,,7","13.5","1,,,7"
"US1NMDA0216","LAS CRUCES 4.9 WNW, NM US","32.3522","-106.838","1193.6","2018-07",,,,
"USC00297477","RIO RANCHO NUMBER 1, NM US","35.2836","-106.6194","1594.1","2018-07","34.8",",,,7","17.8",",,,7"
"US1NMDA0217","SANTA TERESA 1.1 NNW, NM US","31.8688","-106.6487","1161.9","2018-07",,,,
"US1COEP0303","COLORADO SPRINGS 1.1 W, CO US","38.8339","-104.8416","1831.5","2018-07",,,,
"USC00428476","SUNNYSIDE CITY, UT US","39.5512","-110.3897","1984.6","2018-07","33.4",",,,7","17.8",",,,7"
"US1NMLA0007","LOS ALAMOS 6.1 SE, NM US","35.823","-106.2183","1985.8","2018-07",,,,
"US1COEP0309","COLORADO SPRINGS 2.7 NE, CO US","38.8647","-104.7887","1914.4","2018-07",,,,
"USC00025700","MORMON FLAT, AZ US","33.5544","-111.4425","519.7","2018-07",,,,
"US1COEG0031","AVON 1.1 SE, CO US","39.6427","-106.5179","2317.4","2018-07",,,,
"USC00050263","ANTERO RESERVOIR, CO US","38.9933","-105.8919","2718.8","2018-07","26.1","1,,,7","5.8",",,,7"
"US1COLR0329","RED FEATHER 5.9 NE, CO US","40.86","-105.5087","2414.9","2018-07",,,,
"USR0000CGUN","GUNSIGHT COLORADO, CO US","40.2092","-106.3292","2566.4","2018-07","27.1",",,,U","10.1",",,,U"
"US1NMDA0223","SANTA TERESA 1.4 SW, NM US","31.8428","-106.658","1197.3","2018-07",,,,
"US1COLR0320","FCL 1.7 SW, CO US","40.557","-105.1086","1545.9","2018-07",,,,
"USC00052446","EADS, CO US","38.4759","-102.777","1283.8","2018-07","33.0",",,,7","16.7",",,,7"
"US1NMDA0227","LAS CRUCES 6.3 NNE, NM US","32.4166","-106.7064","1338.1","2018-07",,,,
"US1COLG0006","STERLING 3.7 NNE, CO US","40.7023","-103.1945","1218.9","2018-07",,,,
"USR0000UPRC","UPPER P.R. CANYON UTAH, UT US","39.4678","-109.2836","2499.4","2018-07","28.1",",,,U","14.9",",,,U"
"US1COKC0143","STRATTON 12.7 SSW, CO US","39.1278","-102.6745","1400.9","2018-07",,,,
"US1COWE0025","GREELEY 4.4 W, CO US","40.4108","-104.7914","1463.0","2018-07",,,,
"US1NMDA0222","LAS CRUCES 1.7 WNW, NM US","32.3416","-106.784","1209.4","2018-07",,,,
"USC00021330","CASCABEL, AZ US","32.26174","-110.34803","973.5","2018-07","36.9",",,,7","18.9",",,,7"
"US1CODN0049","DENVER 3.2 SSE, CO US","39.72","-104.9175","1643.2","2018-07",,,,
"USS0006K40S","BRUMLEY, CO US","39.09","-106.54","3230.9","2018-07","21.5",",,,T","4.1",",,,T"
"US1COEG0003","EDWARDS 1.3 WNW, CO US","39.6501","-106.6199","2181.1","2018-07",,,,
"US1COEG0006","BASALT 5.8 E, CO US","39.3793","-106.9249","2183.6","2018-07",,,,
"US1COEG0008","WOLCOTT 2.3 N, CO US","39.7332","-106.6806","2201.9","2018-07",,,,
"USC00428456","SUMMIT, UT US","37.8008","-112.9328","1834.0","2018-07",,,,
"USS0012P01S","CHALENDER, AZ US","35.26","-112.06","2164.1","2018-07","28.0",",,,T","13.5",",,,T"
"USC00023501","GLOBE NUMBER 3, AZ US","33.3947","-110.7933","1115.6","2018-07","35.8",",,,7","21.9",",,,7"
"USW00094128","LOGAN CACHE AIRPORT, UT US","41.78722","-111.85333","1357.6","2018-07",,,,
"USC00294398","JOHNSON RANCH, NM US","35.9547","-107.0855","2195.5","2018-07","31.0","2,,,7","12.3","2,,,7"
"USC00293060","ESTANCIA 4 N, NM US","34.8241","-106.0344","1871.5","2018-07","32.7","2,,,7","13.1","2,,,7"
"US1COBA0009","CAMPO 7.8 NE, CO US","37.1782","-102.4708","1278.9","2018-07",,,,
"US1COEP0333","COLORADO SPRINGS 5.0 ENE, CO US","38.8504","-104.7307","1911.4","2018-07",,,,
"US1COEP0334","FOUNTAIN 1.3 NE, CO US","38.6822","-104.6798","1714.8","2018-07",,,,
"USC00055970","NORTHDALE, CO US","37.8123","-109.0132","2036.4","2018-07","32.6",",,,7","12.3",",,,7"
"US1COEP0337","COLORADO SPRINGS 4.1 S, CO US","38.7748","-104.8328","1869.9","2018-07",,,,
"US1COLR0391","FCL 3.0 SW, CO US","40.5407","-105.1187","1567.0","2018-07",,,,
"US1COKC0123","STRATTON 0.1 N, CO US","39.3046","-102.6036","1342.9","2018-07",,,,
"USS0012P02S","WHITE HORSE LAKE, AZ US","35.14","-112.15","2188.5","2018-07","28.1",",,,T","13.1",",,,T"
"USC00021314","CASA GRANDE NATIONAL MONUMENT, AZ US","32.9947","-111.5367","432.5","2018-07","40.8","1,,,7","25.4","1,,,7"
"US1CODL0025","PAONIA 2.1 SSE, CO US","38.8421","-107.5748","1859.3","2018-07",,,,
"US1CODL0026","HOTCHKISS 7.1 WNW, CO US","38.8578","-107.8283","2011.7","2018-07",,,,
"USS0009S18S","WILDCAT, AZ US","33.76","-109.48","2392.7","2018-07","25.7",",,,T","11.1",",,,T"
"USC00051121","BURLINGTON, CO US","39.3062","-102.26085","1268.6","2018-07","31.7",",,,7","15.9",",,,7"
"USR0000CGRE","GREAT DIVIDE COLORADO, CO US","40.7578","-107.8533","2194.6","2018-07","30.6",",,,U","15.2",",,,U"
"USC00056816","RALSTON RESERVOIR, CO US","39.8297","-105.2352","1798.3","2018-07",,,,
"US1COGR0005","TABERNASH 2.5 ENE, CO US","40.0063","-105.7988","2639.0","2018-07",,,,
"USC00053307","GLADE PARK 17 W, CO US","38.9538","-109.0527","1927.3","2018-07","32.9",",,,7","13.6",",,,7"
"USR0000CPCG","PICKLE GULCH COLORADO, CO US","39.8744","-105.5164","2859.0","2018-07","24.1",",,,U","9.9",",,,U"
"US1COHF0041","WALSENBURG 11.5 W, CO US","37.6034","-104.9905","2164.7","2018-07",,,,
"US1COBA0019","DEORA 10.7 SW, CO US","37.4833","-103.0724","1475.8","2018-07",,,,
"US1COEP0343","PEYTON 6.8 WSW, CO US","38.9926","-104.5974","2199.1","2018-07",,,,
"US1COHF0044","WALSENBURG 7.9 ENE, CO US","37.68","-104.65","1781.6","2018-07",,,,
"USS0011H32S","LOST CREEK RESV, UT US","41.22","-111.36","1853.8","2018-07","29.8",",,,T","8.6",",,,T"
"US1COLR0393","FCL 5.6 E, CO US","40.5653","-104.9811","1499.0","2018-07",,,,
"US1COEP0348","BLACK FOREST 3.4 NNE, CO US","39.0939","-104.65","2283.3","2018-07",,,,
"US1COBA0023","SPRINGFIELD 0.5 NW, CO US","37.4114","-102.6226","1333.8","2018-07",,,,
"USS0011H31S","KILFOIL CREEK, UT US","41.25","-111.41","2200.7","2018-07","27.3",",,,T","9.4",",,,T"
"US1COKC0130","VONA 6.5 SSW, CO US","39.2147","-102.7857","1411.2","2018-07",,,,
"USC00059096","WILLIAMS FORK DAM, CO US","40.0375","-106.2038","2322.0","2018-07","28.3",",,,7","7.3",",,,7"
"USC00023961","HEBER BLACK MESA RANGER STATION, AZ US","34.3925","-110.558","2008.6","2018-07","28.3","2,,,7","14.7","2,,,7"
